,id,winning_team,blue_wards_placed,blue_wards_killed,blue_champions_killed,blue_elites_killed,blue_plates_destroyed,blue_turrets_destroyed,blue_total_gold,blue_average_level,blue_jungle_monsters_killed,blue_minions_killed,blue_first_blood,red_wards_placed,red_wards_killed,red_champions_killed,red_elites_killed,red_plates_destroyed,red_turrets_destroyed,red_total_gold,red_average_level,red_jungle_monsters_killed,red_minions_killed,red_first_blood,red_first_blodd
2355,NA1_4504356611,100,51,2,8,0,4,0,17880,7.0,60,212,0,15,21,9,2,2,0,18392,7.2,59,221,0,1.0
2356,NA1_4504352737,100,12,2,10,1,3,0,18338,7.2,48,225,1,23,2,7,0,0,0,16628,7.0,52,204,0,
2357,NA1_4503543571,100,17,4,6,0,2,0,16652,6.8,48,214,0,21,2,9,2,3,0,18691,7.2,52,236,0,1.0
2358,NA1_4506799443,200,30,2,7,0,1,0,16144,6.4,48,184,0,13,3,12,0,3,0,19125,7.0,40,200,0,1.0
2360,NA1_4506732187,200,17,3,4,0,1,0,15535,6.8,44,226,1,10,6,4,0,2,0,17222,7.4,60,253,0,
2361,NA1_4506720981,100,14,17,8,1,1,0,16976,7.2,51,210,1,39,1,1,0,1,0,14547,6.6,56,231,0,
2362,NA1_4506655435,100,22,4,6,1,0,0,16465,6.6,48,192,1,21,2,7,0,3,0,18085,7.2,70,224,0,
2363,NA1_4506643181,200,11,2,8,0,1,0,17146,7.2,44,195,0,12,0,8,1,2,0,17314,7.2,48,176,0,1.0
2364,NA1_4506616559,200,17,0,5,1,1,0,16122,7.0,56,228,1,10,1,4,1,5,1,17122,7.0,68,227,0,
2365,NA1_4492465379,200,9,2,6,0,2,0,16698,7.0,52,230,0,11,2,8,0,1,0,17934,6.8,56,224,0,1.0
2366,NA1_4492458898,200,14,5,5,0,1,0,16564,6.6,60,234,0,122,1,12,1,3,0,20089,7.2,63,218,0,1.0
2367,NA1_4490719486,100,11,4,5,1,3,0,17726,7.2,68,241,1,59,2,5,1,0,0,16371,7.2,72,207,0,
2368,NA1_4485136621,100,10,0,2,0,0,0,14384,6.8,36,203,0,12,1,9,1,6,0,18537,7.0,52,207,0,1.0
2370,NA1_4485073057,200,10,3,10,0,3,0,18378,7.2,57,208,1,17,3,6,0,0,0,15671,6.8,52,198,0,
2371,NA1_4484601654,100,11,2,5,0,4,0,17204,7.0,56,261,0,15,1,4,0,1,0,15467,7.0,60,232,0,1.0
2372,NA1_4484573242,100,14,1,9,0,3,0,18216,6.8,43,241,1,20,2,8,1,1,0,18127,7.0,61,216,0,
2373,NA1_4482714967,100,27,1,6,0,2,0,16303,6.4,60,196,0,54,2,6,1,4,0,17361,6.8,60,200,0,1.0
2374,NA1_4481761940,100,14,3,7,1,7,1,19071,7.2,57,218,1,16,3,4,0,3,0,15247,6.6,45,195,0,
2375,NA1_4481745993,200,14,10,5,0,1,0,15388,6.6,39,201,0,72,6,15,0,4,0,21684,7.2,62,241,0,1.0
2376,NA1_4481736940,200,12,1,3,1,0,0,15098,6.8,64,194,0,15,2,11,1,6,0,20737,7.2,44,247,0,1.0
2377,NA1_4481714760,100,11,2,5,1,1,0,16273,6.8,50,238,0,17,0,8,0,3,0,17646,6.8,54,243,0,1.0
2378,NA1_4501502081,100,21,1,8,1,2,0,18670,7.8,76,248,1,35,0,4,0,0,0,16099,7.0,52,216,0,
2379,NA1_4501244542,200,14,5,6,1,2,0,17488,7.0,64,210,1,18,2,2,1,6,0,16580,6.8,68,235,0,
2380,NA1_4501226278,200,20,2,5,0,0,0,15704,6.8,41,229,0,11,4,3,2,0,0,15392,7.0,61,222,0,1.0
2381,NA1_4500629203,200,21,2,1,0,0,0,14589,7.0,60,227,0,13,2,5,1,3,0,17603,7.2,72,251,0,1.0
2382,NA1_4500569357,100,15,5,7,0,3,0,17710,7.0,64,219,1,17,3,4,2,2,0,16866,7.0,62,220,0,
2383,NA1_4500515493,100,15,6,8,1,4,0,18637,7.0,60,211,1,17,7,7,0,0,0,17141,6.8,44,200,0,
2384,NA1_4495901752,100,18,1,11,0,3,0,19167,7.0,52,217,1,50,0,4,0,1,0,15288,7.0,51,195,0,
2385,NA1_4495887038,100,12,1,9,1,6,0,18852,7.2,59,218,0,12,0,10,1,3,0,18562,7.2,52,215,0,1.0
2386,NA1_4488994867,100,17,2,5,1,2,0,16186,6.6,42,230,1,16,1,5,0,3,0,15649,7.0,53,215,0,
2387,NA1_4488939393,200,17,3,4,1,3,0,15937,6.6,42,233,0,16,4,5,0,4,0,16965,7.2,53,238,0,1.0
2388,NA1_4506568946,100,16,3,17,0,3,0,22322,7.4,68,220,1,62,3,12,0,1,0,19387,7.0,60,191,0,
2389,NA1_4506552591,100,13,5,13,2,3,0,21302,7.4,54,249,0,17,2,7,0,6,0,17747,7.0,52,227,0,1.0
2390,NA1_4506546384,100,13,2,7,1,5,0,19653,7.2,52,231,1,13,2,3,0,0,0,15750,7.0,68,232,0,
2391,NA1_4506544827,200,13,1,3,0,4,0,15748,6.8,76,191,0,14,6,9,2,2,0,18162,7.0,39,215,0,1.0
2392,NA1_4506533942,200,36,3,7,0,5,0,17761,7.2,40,236,0,34,2,5,2,4,0,16428,6.8,56,206,0,1.0
2393,NA1_4506523875,100,14,4,7,1,1,0,17567,7.0,55,237,1,13,1,1,0,0,0,14456,6.8,59,233,0,
2394,NA1_4506504704,200,16,1,6,1,1,0,17094,7.0,73,222,1,25,5,5,1,3,0,16416,7.0,46,233,0,
2395,NA1_4506499531,200,18,1,8,1,1,0,17902,6.6,36,211,1,18,1,11,1,2,0,18798,6.8,44,174,0,
2396,NA1_4504740152,200,57,16,3,0,1,0,15548,7.0,48,235,0,35,3,6,2,2,0,17195,7.2,60,231,0,1.0
2397,NA1_4504715270,100,47,4,10,1,1,0,19011,7.0,56,184,1,19,1,3,0,1,0,14983,6.2,44,195,0,
2398,NA1_4492662086,200,15,4,3,0,1,0,15629,7.0,64,210,0,13,7,8,2,2,0,17999,6.8,68,207,0,1.0
2399,NA1_4492629498,100,9,4,6,0,4,0,17053,6.8,48,248,1,17,2,4,1,0,0,14783,6.8,54,188,0,
2400,NA1_4492601152,200,18,5,4,0,4,0,15693,6.6,41,198,0,16,2,5,1,3,0,16697,6.6,47,195,0,1.0
2401,NA1_4482550202,100,13,1,8,0,3,0,17779,7.4,54,213,1,82,1,7,1,2,0,16747,7.0,55,189,0,
2402,NA1_4477254454,100,14,3,8,0,1,0,16840,7.2,56,224,0,18,4,7,0,1,0,17362,6.8,64,211,0,1.0
2403,NA1_4454456526,100,14,0,9,0,2,0,17109,6.6,56,168,1,12,4,10,0,2,0,17431,7.2,52,181,0,
2404,NA1_4454462123,100,16,2,9,2,2,0,16962,6.8,51,210,0,15,1,8,0,5,0,18209,7.0,68,228,0,1.0
2405,NA1_4454376612,100,14,1,12,1,4,0,20183,6.8,55,204,0,13,2,12,0,2,0,18619,6.6,48,186,0,1.0
2406,NA1_4449816499,200,13,1,1,0,0,0,13175,6.2,48,146,0,12,0,13,1,7,0,20375,7.6,76,266,0,1.0
2407,NA1_4449821528,200,14,1,7,0,1,0,16469,6.6,48,195,0,19,0,10,1,5,0,18107,7.0,59,198,0,1.0
2408,NA1_4506584999,100,17,2,6,0,3,0,17043,6.8,52,211,1,10,4,6,0,3,0,16337,6.8,43,223,0,
2409,NA1_4505874054,200,9,5,4,0,0,0,15571,6.8,64,205,1,13,1,11,2,4,0,19050,7.2,64,226,0,
2410,NA1_4505157158,200,15,3,4,0,1,0,16720,6.8,71,227,1,16,3,5,2,0,0,16815,6.8,64,226,0,
2411,NA1_4505132722,200,19,4,8,0,1,0,18371,7.2,68,211,1,13,7,5,0,1,0,16587,7.4,64,218,0,
2412,NA1_4505099870,100,15,1,6,2,7,1,20012,7.6,92,236,0,15,0,3,0,1,0,15299,6.6,46,204,0,1.0
2413,NA1_4505057086,100,10,6,7,0,1,0,17200,6.8,38,215,1,21,2,8,0,4,0,17698,7.2,48,193,0,
2414,NA1_4504317397,200,11,0,7,0,0,0,16582,7.0,68,211,1,139,1,6,0,5,0,17743,7.2,64,221,0,
2415,NA1_4503513198,100,12,1,13,1,4,0,20172,7.2,62,228,0,16,4,10,0,2,0,17234,6.6,53,179,0,1.0
2417,NA1_4503353354,100,13,3,5,0,3,0,16027,6.8,44,206,1,16,0,7,1,2,0,17006,7.0,72,191,0,
2418,NA1_4499160369,200,15,5,2,0,0,0,14378,6.6,64,189,1,15,4,13,1,4,0,20048,7.4,64,229,0,
2419,NA1_4497928686,200,8,1,9,0,0,0,18624,7.2,64,202,1,16,0,9,0,1,0,18166,7.0,56,211,0,
2420,NA1_4497838144,100,11,5,10,0,2,0,18168,7.2,56,237,0,14,0,10,0,1,0,18327,7.4,63,214,0,1.0
2421,NA1_4490183496,200,11,2,9,0,2,0,18268,6.8,44,237,1,14,1,12,2,1,0,19195,7.0,48,209,0,
2422,NA1_4490148073,100,18,1,4,1,6,0,16746,7.0,58,238,1,57,4,0,0,0,0,13531,6.6,66,198,0,
2423,NA1_4489839943,200,16,3,6,1,3,0,17146,7.0,56,203,0,12,7,7,1,2,0,18148,7.0,68,234,0,1.0
2424,NA1_4489807212,200,14,2,1,0,1,0,14682,7.0,67,236,0,17,3,4,1,2,0,16622,7.0,72,244,0,1.0
2425,NA1_4489776940,100,11,1,9,0,4,0,17810,7.2,60,207,0,9,0,7,0,0,0,15507,6.6,49,206,0,1.0
2426,NA1_4489649672,100,11,2,6,0,2,0,16673,7.4,65,219,0,17,0,5,1,3,0,16579,7.0,58,211,0,1.0
2427,NA1_4489637820,200,8,2,6,0,0,0,16897,7.2,69,221,0,10,1,5,1,1,0,16549,7.2,54,251,0,1.0
2428,NA1_4500654212,200,55,1,1,0,4,0,15698,7.0,67,266,0,17,26,5,2,2,0,17143,7.2,63,247,0,1.0
2429,NA1_4500027357,200,15,3,4,1,2,0,16415,7.2,60,221,1,12,3,6,0,1,0,17088,7.0,68,196,0,
2430,NA1_4499996744,200,16,2,3,0,1,0,14880,7.2,68,209,0,19,5,4,0,2,0,15772,7.2,48,237,0,1.0
2431,NA1_4499961313,100,30,4,14,2,0,0,19800,7.4,64,204,0,13,1,5,0,2,0,17352,6.8,56,228,0,1.0
2432,NA1_4499927969,100,8,0,3,1,1,0,15082,6.4,69,176,0,12,1,17,0,6,0,20484,7.4,47,209,0,1.0
2433,NA1_4499901275,100,48,3,11,1,7,0,20171,7.4,68,236,0,28,15,3,0,1,0,15577,7.0,59,201,0,1.0
2434,NA1_4498490690,200,15,8,3,1,1,0,14729,6.4,44,217,1,18,4,3,1,3,0,16292,6.8,64,229,0,
2435,NA1_4498471041,200,12,3,5,1,3,0,16529,7.0,56,227,0,15,1,12,1,3,0,18731,6.8,52,202,0,1.0
2436,NA1_4498430613,100,59,3,3,0,0,0,15041,6.8,48,208,1,18,4,2,0,3,0,15325,6.4,63,238,0,
2437,NA1_4498388066,200,12,4,4,0,0,0,16421,6.8,60,232,0,20,1,4,2,0,0,15791,7.0,74,196,0,1.0
2438,NA1_4505611274,200,21,2,4,0,1,0,16096,7.0,42,217,1,18,4,6,0,1,0,16703,7.2,68,227,0,
2439,NA1_4505570487,200,14,5,8,0,1,0,17201,6.6,44,197,1,13,1,9,1,3,0,18787,7.0,64,225,0,
2440,NA1_4497118399,200,13,3,11,0,4,0,19024,7.4,64,239,0,17,3,6,2,1,0,17206,6.8,64,218,0,1.0
2441,NA1_4497091642,100,18,4,7,1,1,0,17597,7.2,64,228,1,17,3,5,0,1,0,16935,7.0,56,223,0,
2442,NA1_4496179764,200,17,2,13,1,3,0,19761,7.0,64,211,1,18,2,12,1,3,0,19042,7.0,60,190,0,
2443,NA1_4496145563,200,14,1,5,0,1,0,15973,6.8,32,216,1,16,5,9,1,1,0,17505,7.2,64,204,0,
2444,NA1_4492620383,100,16,2,5,1,2,0,16297,6.8,48,237,1,21,2,2,1,0,0,15079,6.6,66,210,0,
2445,NA1_4492599032,200,16,2,4,1,4,0,16359,7.2,56,229,0,16,2,2,1,2,0,14635,6.8,58,231,0,1.0
2446,NA1_4490725700,200,9,3,7,0,3,0,17151,7.4,72,201,0,11,0,3,2,1,0,16677,7.0,81,216,0,1.0
2447,NA1_4490694510,200,14,5,3,0,2,0,15250,6.6,48,191,0,62,2,13,1,3,0,19985,7.4,68,225,0,1.0
2448,NA1_4506914281,200,14,0,5,0,2,0,16165,6.8,48,185,1,17,3,7,0,1,0,16742,6.8,55,200,0,
2449,NA1_4506876308,200,20,5,4,0,2,0,15239,6.6,62,199,0,21,6,9,1,2,0,18261,7.2,61,226,0,1.0
2450,NA1_4506848171,200,12,4,5,0,0,0,16676,6.8,72,210,1,13,1,12,1,2,0,19523,7.6,44,242,0,
2451,NA1_4506164301,200,46,4,6,1,1,0,16578,6.6,41,173,0,18,9,16,0,8,0,21585,7.6,55,205,0,1.0
2452,NA1_4506135621,100,12,2,6,1,1,0,16549,7.2,56,227,1,13,1,5,0,3,0,16341,7.0,68,192,0,
2453,NA1_4474605960,100,19,1,9,1,4,0,19026,7.2,56,220,1,11,1,3,1,0,0,15055,7.0,60,211,0,
2454,NA1_4473901349,100,17,4,2,1,2,0,15344,6.8,56,216,1,19,5,5,1,4,0,17916,7.2,83,237,0,
2455,NA1_4473817853,100,15,5,7,2,1,0,17557,7.2,56,215,1,12,2,7,0,3,0,16925,7.0,60,219,0,
2456,NA1_4473831123,200,16,2,3,0,0,0,14973,6.6,57,208,0,15,3,9,1,0,0,17154,6.8,62,173,0,1.0
2457,NA1_4473754041,200,17,3,8,0,0,0,16708,6.4,30,237,1,16,4,10,0,1,0,17253,6.8,54,208,0,
2458,NA1_4504801471,200,15,3,6,0,1,0,16617,6.8,60,215,0,14,2,11,1,2,0,18118,7.0,60,217,0,1.0
2459,NA1_4501400292,200,12,4,3,0,1,0,16030,6.8,60,256,0,17,4,8,1,1,0,18012,7.2,55,272,0,1.0
2460,NA1_4501365480,100,16,3,5,0,2,0,16783,7.2,58,245,1,14,1,2,1,1,0,15468,7.0,74,218,0,
2461,NA1_4500111913,100,37,3,6,0,6,0,19205,7.0,67,231,0,34,5,4,1,2,0,15530,6.8,56,205,0,1.0
2462,NA1_4496683120,100,3,0,0,0,0,0,2500,1.0,0,0,0,4,0,0,0,0,0,2500,1.0,0,0,0,
2463,NA1_4496662808,200,13,6,5,1,4,0,16404,6.8,46,198,0,65,3,7,1,4,0,17185,7.0,48,196,0,1.0
2464,NA1_4496628327,200,12,1,8,0,0,0,17292,7.2,64,226,0,50,2,7,0,1,0,16909,6.8,56,211,0,1.0
2465,NA1_4492592719,200,11,6,6,0,1,0,16635,6.8,58,203,0,19,1,7,0,3,0,17263,7.2,67,222,0,1.0
2466,NA1_4492147944,100,15,2,12,1,3,0,18783,6.6,68,187,0,15,3,10,1,3,0,17355,6.4,59,170,0,1.0
2467,NA1_4491883285,100,18,4,11,1,2,0,19307,7.2,49,223,1,15,0,5,0,0,0,15148,6.4,56,166,0,
2468,NA1_4501161509,100,15,4,8,0,1,0,17313,7.0,48,204,1,21,1,5,2,0,0,15988,6.8,74,200,0,
2469,NA1_4498710707,200,13,3,0,0,2,0,14134,6.6,56,218,0,19,1,7,1,5,0,18144,7.0,48,227,0,1.0
2470,NA1_4498708783,200,18,0,6,0,0,0,16430,6.6,56,189,1,11,5,7,2,1,0,17745,7.2,68,223,0,
2471,NA1_4498684399,100,15,2,2,1,0,0,15032,7.0,67,193,1,12,3,0,0,1,0,14619,6.8,64,227,0,
2472,NA1_4497571011,100,13,6,4,1,3,0,16347,6.8,68,216,0,17,2,6,1,1,0,16270,7.2,60,191,0,1.0
2473,NA1_4497019184,200,21,5,2,1,3,0,16235,7.0,60,233,1,16,4,2,1,2,0,15510,7.0,64,222,0,
2474,NA1_4496995812,100,15,3,6,1,5,0,18803,7.2,67,241,0,17,5,7,1,2,0,18069,7.0,60,232,0,1.0
2475,NA1_4496462777,100,18,2,10,2,5,0,19111,7.0,52,224,1,21,3,6,0,2,0,16586,7.4,56,186,0,
2476,NA1_4496429958,200,13,0,4,0,4,0,16881,6.8,59,255,0,12,0,9,2,4,0,18949,7.4,68,261,0,1.0
2477,NA1_4496393151,100,9,2,6,1,0,0,16840,7.4,52,212,1,15,3,9,1,5,0,18713,7.4,72,242,0,
2478,NA1_4483235934,200,14,2,4,0,2,0,15670,7.0,59,194,0,58,2,4,1,3,0,16907,7.0,65,229,0,1.0
2479,NA1_4483218047,100,95,4,8,2,3,0,18196,7.0,64,224,0,16,1,4,0,0,0,15230,6.6,56,188,0,1.0
2480,NA1_4482548322,100,1,0,0,0,0,0,2563,1.0,0,3,0,1,0,0,0,0,0,2521,1.0,0,1,0,
2481,NA1_4482505695,200,14,4,3,1,1,0,15505,7.0,69,244,0,14,3,3,1,0,0,14740,7.2,42,196,0,1.0
2482,NA1_4481517349,200,13,2,4,0,0,0,15362,6.6,52,220,0,14,5,11,0,0,0,17901,7.0,52,215,0,1.0
2483,NA1_4481479718,200,15,0,7,0,1,0,16042,6.4,35,189,1,12,2,14,0,3,0,19286,6.8,39,220,0,
2484,NA1_4481445507,100,19,5,6,1,1,0,16920,6.4,55,201,1,16,2,5,0,1,0,15917,6.4,44,218,0,
2485,NA1_4480849167,200,15,2,9,1,1,0,17034,6.8,56,199,1,13,1,7,0,3,0,17589,7.0,44,214,0,
2486,NA1_4480805920,200,15,5,7,1,8,0,18677,7.2,41,229,0,16,2,7,0,2,0,17846,6.8,64,197,0,1.0
2487,NA1_4477884405,200,13,6,6,0,5,0,17504,6.8,51,207,0,13,2,6,1,5,1,17180,6.8,44,182,0,1.0
2488,NA1_4506796647,100,10,2,6,0,2,0,15668,6.6,52,175,0,15,1,7,1,3,0,16368,6.8,56,188,0,1.0
2489,NA1_4506761506,100,10,1,4,1,2,0,16931,7.0,60,223,0,16,2,9,1,1,0,18665,7.2,72,239,0,1.0
2490,NA1_4506745201,200,15,1,2,1,3,0,15100,6.8,55,200,0,19,4,9,1,3,0,18466,6.8,60,222,0,1.0
2491,NA1_4506626083,100,11,5,11,2,1,0,19490,7.4,56,233,1,16,0,7,0,1,0,17203,6.6,49,200,0,
2492,NA1_4506609436,100,12,2,11,1,1,0,18995,7.0,68,205,1,16,3,6,0,1,0,16977,7.2,60,202,0,
2493,NA1_4506604899,100,10,1,9,1,4,0,18265,7.2,60,231,1,12,0,6,1,0,0,17080,7.0,64,216,0,
2494,NA1_4506589255,200,14,4,5,1,3,0,16780,7.6,73,240,0,15,0,1,0,0,0,14660,7.0,55,218,0,1.0
2495,NA1_4506578007,200,39,3,10,1,2,0,18243,7.4,54,199,1,36,3,12,0,2,0,18844,7.6,44,179,0,
2497,NA1_4506553424,100,53,0,10,2,4,0,19838,7.2,60,213,1,14,1,7,0,3,0,16683,6.8,52,208,0,
2498,NA1_4504536276,100,19,1,7,1,2,0,16951,7.2,58,219,0,13,2,8,0,2,0,17949,7.2,56,240,0,1.0
2499,NA1_4504518885,100,13,2,11,1,5,0,18679,7.2,52,196,1,13,3,7,0,1,0,16305,7.0,68,181,0,
2500,NA1_4501281482,200,39,8,2,1,3,0,16122,7.2,64,244,1,35,3,5,0,1,0,16171,7.2,68,219,0,
2501,NA1_4499839809,100,16,5,9,2,6,0,19139,7.2,52,226,0,14,2,7,0,1,0,17070,6.8,68,191,0,1.0
2502,NA1_4499780510,100,16,0,8,2,3,0,17749,7.0,64,198,1,12,2,6,0,1,0,16659,6.8,59,210,0,
2503,NA1_4499753160,100,13,0,4,1,5,0,17772,7.0,68,229,1,13,2,3,1,1,0,15563,6.8,76,193,0,
2504,NA1_4499712995,200,18,2,4,0,1,0,14482,6.6,28,177,0,16,2,12,0,3,0,17993,6.8,56,200,0,1.0
2505,NA1_4495686387,100,15,4,6,1,0,0,17142,6.8,60,211,1,18,4,8,1,5,0,18462,7.2,48,229,0,
2506,NA1_4492824961,100,13,1,8,0,1,0,16398,6.4,60,201,1,10,2,8,2,1,0,17383,6.4,53,212,0,
2507,NA1_4492789788,100,15,3,7,1,5,1,18803,6.8,64,197,1,16,1,7,0,1,0,15128,6.6,36,215,0,
2508,NA1_4493257639,100,124,2,9,0,6,1,20022,7.0,60,230,1,23,1,7,0,2,0,16985,6.8,48,207,0,
2509,NA1_4493243346,200,13,3,9,1,2,0,16872,7.0,55,213,0,19,3,10,0,3,0,19864,7.0,48,252,0,1.0
2510,NA1_4493231091,200,14,4,13,1,7,1,20992,6.4,55,174,0,17,2,10,1,1,0,17442,6.4,40,177,0,1.0
2511,NA1_4486006070,200,16,3,3,1,0,0,14944,7.0,60,199,0,16,2,5,0,2,0,16689,7.0,52,237,0,1.0
2512,NA1_4485994791,100,14,5,4,1,1,0,16542,7.0,68,246,1,16,3,3,1,0,0,15236,7.0,72,227,0,
2513,NA1_4485964549,100,14,2,7,1,0,0,16609,6.8,56,231,1,33,3,6,1,4,0,16861,6.6,59,206,0,
2514,NA1_4477528592,100,13,3,6,2,3,0,17491,6.8,60,229,1,15,2,3,0,0,0,14536,6.8,48,213,0,
2515,NA1_4477532740,200,16,5,6,0,2,0,16719,6.8,48,211,1,31,2,5,1,0,0,16036,6.8,68,219,0,
2516,NA1_4477505978,200,12,3,11,1,5,0,18740,7.2,52,204,0,12,1,10,1,4,0,19227,6.8,60,201,0,1.0
2517,NA1_4477461476,200,14,0,7,1,3,0,17973,7.0,79,217,1,17,0,5,1,6,1,17697,7.0,47,217,0,
2518,NA1_4506507983,200,14,1,2,0,0,0,14796,6.8,66,205,1,13,2,7,1,2,0,18196,7.2,61,258,0,
2519,NA1_4506490524,200,14,2,6,0,2,0,16224,6.8,48,178,1,16,3,6,0,1,0,15665,6.4,52,182,0,
2520,NA1_4506303791,200,19,1,7,0,2,0,17014,6.8,56,192,0,17,3,10,0,5,0,19289,7.0,44,205,0,1.0
2521,NA1_4505254950,100,15,2,1,0,0,0,14333,6.8,55,218,0,14,2,6,0,3,0,17301,7.2,73,225,0,1.0
2522,NA1_4505238799,100,20,4,10,1,4,0,19540,7.6,65,241,1,14,2,7,1,0,0,16896,7.0,51,243,0,
2523,NA1_4505217486,200,19,19,4,0,0,0,15260,6.8,60,212,1,44,3,6,0,7,0,18468,7.4,72,233,0,
2524,NA1_4499142319,100,17,1,4,0,3,0,16124,6.6,56,212,0,16,2,7,0,1,0,16940,6.8,55,213,0,1.0
2525,NA1_4499117183,200,109,0,9,0,3,0,18180,6.6,56,178,1,15,4,12,1,4,0,18897,7.6,72,204,0,
2526,NA1_4499056540,100,20,5,7,1,3,0,17457,7.0,62,204,1,15,2,5,1,3,0,16109,7.2,60,210,0,
2527,NA1_4499018210,100,14,0,7,0,6,0,18762,7.2,67,239,1,13,1,3,0,2,0,14977,6.8,36,200,0,
2528,NA1_4485520719,100,28,2,8,0,3,0,18242,7.4,65,248,1,16,2,3,1,0,0,15254,6.8,54,239,0,
2529,NA1_4485270133,100,20,7,6,1,0,0,17368,7.2,60,244,0,17,3,6,0,1,0,16784,6.8,63,225,0,1.0
2530,NA1_4484206737,200,21,0,2,1,1,0,14790,6.4,57,214,1,14,8,7,0,3,0,17331,7.0,47,226,0,
2531,NA1_4484143966,100,14,1,7,0,1,0,17084,7.0,38,215,0,12,3,4,2,0,0,16435,6.8,68,228,0,1.0
2532,NA1_4484097320,100,20,1,5,0,0,0,15667,6.8,58,207,0,32,2,5,1,1,0,15196,6.8,44,180,0,1.0
2533,NA1_4484055147,200,13,1,9,1,1,0,17432,6.8,44,187,1,10,3,11,0,2,0,19173,7.0,68,209,0,
2534,NA1_4459384974,100,21,4,7,0,4,0,18412,7.0,58,235,0,20,7,6,1,3,0,17995,7.0,57,247,0,1.0
2535,NA1_4459308069,200,27,4,8,1,3,0,17645,6.8,68,233,1,15,3,5,1,4,0,16392,6.8,59,213,0,
2536,NA1_4459012314,200,29,5,4,1,1,0,15757,6.6,52,180,0,16,2,5,1,3,0,16782,7.0,56,237,0,1.0
2537,NA1_4458886194,200,11,2,7,0,0,0,16348,6.6,36,188,0,15,2,9,0,4,0,17936,7.0,72,225,0,1.0
2538,NA1_4506741861,100,12,1,5,0,1,0,16467,7.0,62,207,0,56,2,8,0,1,0,17265,6.8,52,191,0,1.0
2539,NA1_4506718418,200,37,1,3,0,1,0,15847,7.0,68,211,0,16,11,13,2,1,0,19738,7.6,68,232,0,1.0
2540,NA1_4506505582,100,12,0,12,0,2,0,17782,7.4,60,194,1,11,1,3,1,3,0,16695,6.8,64,216,0,
2541,NA1_4506496593,200,13,2,12,1,8,0,20039,7.4,56,210,0,12,6,11,1,3,0,19254,7.2,52,200,0,1.0
2542,NA1_4506489399,100,17,3,11,0,3,0,18407,7.2,51,208,0,14,3,7,0,2,0,17406,6.8,60,200,0,1.0
2544,NA1_4497736380,200,58,5,6,0,3,0,16617,6.8,49,178,0,113,1,15,1,4,0,20730,7.2,58,191,0,1.0
2545,NA1_4497726667,100,2,0,0,0,0,0,2505,1.0,0,0,0,2,0,1,0,0,0,3000,1.0,0,0,0,1.0
2546,NA1_4495007305,200,13,6,2,1,0,0,14683,6.8,68,199,0,18,2,11,1,4,0,20121,7.4,64,232,0,1.0
2547,NA1_4463773432,100,13,0,9,1,4,0,19645,7.4,71,242,1,12,1,4,0,0,0,15362,6.8,52,204,0,
2548,NA1_4504792033,200,11,3,3,1,1,0,15726,7.2,76,223,0,55,3,7,1,5,0,17852,7.0,63,187,0,1.0
2549,NA1_4503870212,100,15,3,4,0,2,0,15906,6.8,64,179,1,17,4,8,0,1,0,17164,6.8,56,184,0,
2550,NA1_4503596140,200,17,3,3,1,1,0,14992,6.8,51,207,0,12,6,5,1,4,0,17655,7.0,64,253,0,1.0
2551,NA1_4495217779,100,11,1,12,2,0,0,19533,7.0,72,179,1,11,2,7,0,5,0,17773,7.2,63,186,0,
2552,NA1_4483412625,200,18,5,3,0,0,0,15765,6.8,52,224,0,17,4,7,0,0,0,17363,6.8,60,212,0,1.0
2553,NA1_4483358461,200,23,0,4,0,2,0,15563,6.8,60,209,0,26,4,3,0,0,0,14233,6.8,41,208,0,1.0
2554,NA1_4483298455,100,14,3,10,1,3,0,18074,6.4,50,168,1,79,3,4,1,3,0,15799,6.8,56,223,0,
2555,NA1_4482753107,200,15,5,8,1,5,1,19194,7.2,47,237,0,39,3,6,1,5,1,17889,6.6,65,214,0,1.0
2556,NA1_4482737516,100,13,1,5,1,2,0,15730,7.0,56,213,0,10,2,2,1,0,0,15407,6.8,71,210,0,1.0
2557,NA1_4482726374,200,19,4,10,0,4,0,18965,6.8,52,214,1,21,6,9,0,1,0,16889,6.4,54,175,0,
2558,NA1_4505007230,100,14,5,4,2,0,0,16136,6.6,72,213,1,162,3,5,0,2,0,16883,7.0,60,237,0,
2559,NA1_4504993730,100,19,4,3,1,2,0,15451,7.0,68,199,0,15,3,9,0,1,0,18043,7.4,76,201,0,1.0
2560,NA1_4504994053,100,10,4,5,1,2,0,17158,7.0,72,235,0,18,3,6,1,5,0,17680,7.0,64,233,0,1.0
2561,NA1_4503467260,100,11,2,13,1,2,0,20480,7.0,56,188,1,17,1,7,1,4,0,17466,6.8,68,182,0,
2562,NA1_4503452175,100,15,0,6,0,0,0,15983,7.2,66,199,1,15,5,5,0,1,0,17000,6.8,69,242,0,
2563,NA1_4503448113,100,15,3,9,1,3,0,18181,7.0,56,217,1,12,2,1,0,0,0,12191,5.8,43,171,0,
2564,NA1_4503438322,200,15,1,5,0,1,0,17371,7.0,59,237,0,15,2,6,2,0,0,17352,7.0,76,234,0,1.0
2565,NA1_4503431095,200,18,0,6,0,0,0,16969,6.8,76,165,0,52,4,26,0,5,1,24673,7.4,39,193,0,1.0
2567,NA1_4503410772,200,17,4,9,1,3,0,18398,7.2,43,220,1,16,2,4,1,1,0,16249,7.0,72,212,0,
