,id,winning_team,blue_wards_placed,blue_wards_killed,blue_champions_killed,blue_elites_killed,blue_plates_destroyed,blue_turrets_destroyed,blue_total_gold,blue_average_level,blue_jungle_monsters_killed,blue_minions_killed,blue_first_blood,red_wards_placed,red_wards_killed,red_champions_killed,red_elites_killed,red_plates_destroyed,red_turrets_destroyed,red_total_gold,red_average_level,red_jungle_monsters_killed,red_minions_killed,red_first_blood,red_first_blodd
2568,NA1_4505160456,100,14,0,5,0,0,0,15764,7.0,59,188,1,25,1,7,1,5,0,18566,7.2,56,218,0,
2569,NA1_4505142724,200,18,1,4,0,0,0,16059,7.2,75,209,0,59,3,8,2,2,0,17804,7.6,60,213,0,1.0
2570,NA1_4503658008,100,13,3,14,1,6,1,21658,7.0,48,196,1,60,0,11,0,4,0,19056,6.4,36,172,0,
2571,NA1_4503633035,200,15,2,9,0,4,0,17932,6.6,37,201,1,11,1,13,1,1,0,19285,6.8,60,189,0,
2572,NA1_4503618776,100,15,3,18,2,4,0,22725,7.4,56,231,1,14,2,7,0,2,0,15963,6.6,56,161,0,
2573,NA1_4503589108,100,16,2,6,0,1,0,16082,6.6,52,187,0,14,4,13,0,4,0,19924,7.6,60,233,0,1.0
2574,NA1_4503560133,200,13,2,5,0,2,0,15890,6.4,44,202,0,16,1,6,1,2,0,16943,6.8,68,209,0,1.0
2575,NA1_4492906006,100,18,2,2,0,2,0,15113,7.0,51,249,0,15,5,6,1,2,0,16892,7.2,56,214,0,1.0
2576,NA1_4490652813,100,13,2,13,0,5,0,18743,6.6,41,169,0,14,1,6,1,0,0,15061,6.0,46,163,0,1.0
2577,NA1_4490622889,200,40,1,11,1,3,0,19890,7.2,51,213,1,38,2,9,0,1,0,18465,7.4,67,230,0,
2578,NA1_4492151235,100,13,1,4,0,1,0,16121,7.4,68,234,0,16,1,3,0,1,0,15336,6.8,56,213,0,1.0
2579,NA1_4492134000,100,18,3,5,2,2,0,16596,6.8,64,234,1,18,5,3,0,2,0,14838,6.6,44,204,0,
2580,NA1_4490637932,200,13,2,7,0,0,0,16488,6.6,67,202,0,15,3,12,1,9,0,21203,7.2,58,243,0,1.0
2581,NA1_4490564033,100,14,1,2,0,1,0,15084,7.0,73,217,1,16,6,8,1,3,0,17859,7.2,42,252,0,
2582,NA1_4490543183,100,14,3,8,1,3,0,17364,7.0,56,189,1,42,1,6,0,1,0,16044,6.8,52,199,0,
2583,NA1_4490521969,100,13,3,9,0,3,0,18700,6.8,68,207,1,14,2,8,1,2,0,17638,7.0,52,228,0,
2584,NA1_4490505929,100,15,2,8,1,1,0,17294,6.8,64,187,0,14,2,7,0,3,0,17735,7.0,40,241,0,1.0
2585,NA1_4490471599,200,10,3,4,2,0,0,15525,7.0,55,221,1,11,1,7,0,2,0,16647,7.0,62,202,0,
2586,NA1_4490457450,100,10,3,7,1,1,0,16677,6.8,46,210,0,14,2,10,0,4,0,19012,7.0,48,227,0,1.0
2587,NA1_4489753541,100,17,3,8,1,1,0,16978,6.8,44,206,1,12,0,5,0,1,0,15996,7.0,76,195,0,
2588,NA1_4499401916,200,13,2,5,0,3,0,16981,7.0,65,204,0,19,1,6,1,4,0,17684,7.4,70,234,0,1.0
2589,NA1_4482703134,100,20,1,8,0,5,0,17708,7.2,58,201,1,17,2,13,1,0,0,18981,7.4,53,204,0,
2590,NA1_4410799404,100,13,2,5,1,0,0,16725,6.8,53,252,0,16,1,2,0,0,0,14946,6.8,62,225,0,1.0
2591,NA1_4409953922,200,15,3,1,0,2,0,14130,6.6,60,226,0,18,3,6,2,1,0,16854,7.0,57,219,0,1.0
2592,NA1_4409933467,200,2,0,1,0,0,0,4466,2.2,12,18,0,2,0,2,0,0,0,5719,2.6,16,45,0,1.0
2593,NA1_4394055383,200,16,1,3,0,0,0,13740,6.0,36,151,0,16,3,13,1,8,0,21091,7.0,72,210,0,1.0
2594,NA1_4394053176,200,17,4,10,0,1,0,17314,7.0,49,200,0,15,4,12,1,3,0,19572,6.6,46,196,0,1.0
2595,NA1_4394004917,200,19,1,9,0,2,0,17789,6.6,40,201,1,14,2,13,1,3,0,19706,6.4,60,177,0,
2596,NA1_4393832728,200,28,6,4,1,2,0,16441,7.0,52,232,1,18,3,3,0,1,0,14944,6.8,55,196,0,
2597,NA1_4393797372,100,11,2,4,0,3,0,16759,7.4,82,244,1,14,3,4,1,1,0,16328,7.0,63,236,0,
2598,NA1_4506926350,200,11,1,9,2,6,0,20027,7.4,60,244,0,11,2,4,0,3,0,16784,7.0,60,229,0,1.0
2599,NA1_4506896828,100,130,4,10,1,4,0,18842,7.4,64,214,1,10,2,9,0,1,0,19004,6.8,72,222,0,
2600,NA1_4506769558,100,25,0,7,0,3,0,17316,7.2,67,202,0,12,3,9,1,4,0,19125,7.2,76,228,0,1.0
2601,NA1_4506373782,100,15,7,6,2,3,0,17692,7.2,60,234,1,33,3,4,0,2,0,16924,7.2,68,232,0,
2602,NA1_4506344039,100,18,7,8,0,3,0,18381,7.0,64,238,0,64,6,6,0,4,0,17833,6.8,56,204,0,1.0
2603,NA1_4506312016,200,16,5,8,0,1,0,17647,6.8,52,221,0,27,6,9,2,2,0,19372,7.2,68,231,0,1.0
2604,NA1_4506267623,200,12,2,8,0,3,0,18132,6.8,56,209,0,14,0,15,1,3,0,21320,7.6,67,196,0,1.0
2606,NA1_4506209142,200,15,2,8,1,1,0,18332,7.0,75,213,1,14,2,7,0,1,0,17092,7.2,60,214,0,
2607,NA1_4506060262,100,15,1,4,0,0,0,15099,6.6,53,212,0,13,3,6,0,3,0,17254,7.2,55,208,0,1.0
2608,NA1_4506582542,200,25,2,9,0,2,0,17892,7.2,50,211,0,63,4,11,1,1,0,19324,7.4,69,201,0,1.0
2609,NA1_4506560733,100,14,1,3,0,0,0,15399,7.0,60,213,1,14,1,2,1,3,0,15580,7.0,68,223,0,
2610,NA1_4506557240,200,14,4,6,0,3,0,17309,7.0,40,221,0,63,2,9,0,1,0,19390,7.4,68,220,0,1.0
2611,NA1_4506542379,200,12,1,9,1,3,0,19069,7.2,52,240,1,31,0,3,1,0,0,15151,6.0,61,175,0,
2612,NA1_4506536924,200,12,6,8,0,1,0,17938,6.8,48,215,1,16,2,6,1,2,0,17936,7.0,56,212,0,
2613,NA1_4506523363,100,12,1,3,1,1,0,15956,7.0,52,227,1,16,1,3,0,0,0,15763,7.2,64,224,0,
2614,NA1_4506517218,100,16,4,7,1,1,0,17831,6.8,48,206,0,19,3,9,1,1,0,17360,6.6,64,188,0,1.0
2615,NA1_4506511150,100,17,1,10,0,3,0,18751,7.2,35,198,1,10,2,6,1,0,0,16536,6.6,40,224,0,
2616,NA1_4506059835,100,15,0,15,1,3,0,19490,7.0,40,173,0,10,2,12,0,1,0,18965,7.0,56,206,0,1.0
2617,NA1_4506033069,200,20,5,2,0,1,0,15115,6.6,48,246,0,16,5,5,1,1,0,17042,7.4,72,241,0,1.0
2618,NA1_4485585178,100,12,2,5,2,0,0,16275,7.0,63,204,0,34,6,7,0,2,0,18025,7.4,62,235,0,1.0
2619,NA1_4485538587,100,14,6,9,1,1,0,17788,6.8,36,209,1,17,2,8,0,0,0,17224,6.6,47,207,0,
2620,NA1_4485502040,100,14,1,6,0,1,0,17088,7.0,79,208,1,15,4,5,1,4,0,16634,6.8,36,232,0,
2621,NA1_4484623591,100,15,2,10,2,1,0,19104,7.0,56,218,1,24,2,3,0,2,0,15738,7.0,55,231,0,
2622,NA1_4484591179,200,19,3,12,0,3,0,19232,7.0,54,224,1,15,3,12,1,2,0,18207,6.6,47,164,0,
2623,NA1_4484534467,100,11,3,8,1,0,0,17482,7.2,72,194,0,18,1,9,1,0,0,17335,6.6,52,188,0,1.0
2624,NA1_4480405168,200,30,5,6,0,1,0,16317,7.0,48,233,1,18,4,5,0,2,0,16504,7.0,56,242,0,
2626,NA1_4477465425,100,14,0,7,0,2,0,18027,7.2,56,233,1,14,2,7,0,3,0,17078,7.0,43,218,0,
2627,NA1_4476719855,200,50,2,1,1,0,0,13463,6.8,50,191,0,14,3,5,0,3,0,16484,7.0,50,221,0,1.0
2628,NA1_4469274956,200,89,3,4,0,0,0,15341,7.0,60,218,0,17,4,8,1,2,0,19034,7.4,76,223,0,1.0
2629,NA1_4469292899,100,15,3,4,1,0,0,16126,7.0,80,203,0,18,4,4,0,1,0,16146,6.8,56,243,0,1.0
2630,NA1_4469270884,200,17,6,3,0,2,0,15334,6.8,54,206,0,64,4,13,1,5,0,21140,7.2,53,231,0,1.0
2631,NA1_4468629275,200,13,4,5,0,1,0,15142,6.4,44,192,1,17,4,9,0,5,0,18211,7.0,56,190,0,
2632,NA1_4468634365,100,19,2,16,0,3,0,20928,6.8,46,199,1,16,4,7,0,1,0,16392,6.4,48,202,0,
2633,NA1_4468618178,200,18,3,4,0,0,0,14849,6.8,51,198,0,15,5,8,2,4,0,18800,7.4,68,244,0,1.0
2634,NA1_4468247150,200,11,3,3,0,3,0,16341,6.8,48,229,1,62,1,8,2,2,0,16983,7.4,64,226,0,
2635,NA1_4468205245,200,19,5,4,0,2,0,15411,6.2,43,188,0,8,4,17,1,6,0,21616,7.4,88,204,0,1.0
2636,NA1_4468251763,100,23,0,12,0,2,0,18631,7.0,60,194,1,14,3,9,0,6,0,18447,6.8,44,208,0,
2637,NA1_4468086861,100,14,0,7,1,0,0,17613,7.0,64,202,0,13,2,6,0,2,0,16667,6.8,48,239,0,1.0
2638,NA1_4488862643,200,11,0,4,0,1,0,15722,7.0,56,227,0,13,3,11,1,2,0,18897,7.4,64,222,0,1.0
2639,NA1_4488845350,200,22,3,10,1,2,0,17391,6.8,44,204,0,15,4,7,1,1,0,18141,6.8,62,196,0,1.0
2640,NA1_4488786545,100,14,7,9,2,6,0,18533,7.0,68,226,1,19,4,5,0,1,0,15819,6.4,56,184,0,
2641,NA1_4488769348,100,20,0,6,0,3,0,17069,7.2,48,197,1,15,4,9,1,1,0,17805,7.4,64,226,0,
2642,NA1_4488748945,200,13,1,8,0,0,0,16888,7.2,67,207,0,9,1,8,1,8,0,19250,7.4,55,218,0,1.0
2643,NA1_4488724620,200,17,2,8,0,1,0,16748,6.6,34,209,1,13,1,6,1,0,0,17005,6.6,56,206,0,
2644,NA1_4488715237,100,13,4,9,1,1,0,17563,7.0,52,218,1,15,1,7,0,0,0,16200,7.0,63,189,0,
2645,NA1_4488699963,100,14,2,8,2,6,0,17700,6.8,59,198,0,20,1,8,0,2,0,17643,6.6,44,215,0,1.0
2646,NA1_4488677159,200,19,3,4,1,2,0,15761,7.0,52,208,0,17,3,8,1,2,0,17608,7.0,63,225,0,1.0
2647,NA1_4488661349,100,18,2,5,1,1,0,16842,7.2,52,227,0,19,1,6,0,1,0,16139,6.8,72,187,0,1.0
2649,NA1_4506881553,100,12,2,11,0,0,0,18973,7.4,52,218,1,12,0,8,1,0,0,17787,7.0,72,202,0,
2650,NA1_4506833140,100,9,1,9,0,1,0,18584,7.0,61,217,1,10,1,11,0,3,0,18865,7.2,55,198,0,
2651,NA1_4506767006,200,10,1,7,0,3,0,17029,6.8,42,222,0,14,2,16,1,3,0,19577,7.2,58,204,0,1.0
2652,NA1_4506317814,200,22,2,6,1,1,0,16732,7.2,54,213,0,14,0,5,1,1,0,15211,6.6,56,172,0,1.0
2653,NA1_4506220180,200,13,21,7,1,2,0,18135,7.4,64,239,0,50,4,9,1,4,0,19331,7.2,55,237,0,1.0
2654,NA1_4505241704,200,17,0,7,1,2,0,16887,6.6,59,191,0,14,5,14,0,5,0,21181,7.0,40,223,0,1.0
2655,NA1_4504609070,200,17,1,7,0,4,0,17348,6.6,40,198,0,11,1,14,1,3,0,21038,7.2,62,208,0,1.0
2656,NA1_4503676962,100,91,0,7,1,5,0,17000,6.8,52,194,0,14,2,6,1,2,0,16232,6.4,40,206,0,1.0
2657,NA1_4490382882,100,11,1,5,1,2,0,15313,7.0,44,192,0,15,2,8,0,4,0,17933,7.4,70,208,0,1.0
2658,NA1_4496697264,200,13,2,8,2,1,0,18525,7.6,80,251,1,15,3,3,0,2,0,15768,7.0,68,228,0,
2659,NA1_4488364033,200,25,0,8,0,1,0,17045,6.6,64,166,1,13,3,11,1,3,0,19605,7.6,44,261,0,
2660,NA1_4487685478,200,10,3,6,0,0,0,16091,6.4,53,199,1,16,1,8,2,0,0,16748,6.8,56,188,0,
2661,NA1_4487672945,100,13,5,6,1,0,0,15895,6.8,70,194,1,13,1,7,0,1,0,17127,6.8,60,199,0,
2662,NA1_4481824609,200,13,4,1,1,2,0,14939,6.8,72,207,0,30,2,8,1,2,0,17723,7.0,52,228,0,1.0
2663,NA1_4481811688,200,11,2,6,0,1,0,16897,7.0,72,225,0,15,1,9,1,5,1,19671,7.4,68,244,0,1.0
2664,NA1_4481804469,100,11,8,8,1,2,0,17746,7.4,80,206,1,13,1,3,0,1,0,14467,6.8,42,208,0,
2665,NA1_4471199354,200,10,2,5,0,1,0,17004,7.2,72,233,0,36,1,9,2,3,0,18390,7.0,52,216,0,1.0
2666,NA1_4471233303,200,14,2,6,0,1,0,16561,6.8,60,186,1,10,1,5,2,5,0,18398,7.0,76,241,0,
2667,NA1_4471178222,200,15,3,10,0,4,0,19790,7.4,68,210,1,18,0,8,1,0,0,16763,6.4,52,177,0,
2668,NA1_4493323376,200,15,4,3,1,0,0,16218,7.2,73,239,0,12,2,4,1,2,0,15723,7.0,52,216,0,1.0
2669,NA1_4491606330,200,48,1,1,1,0,0,13356,6.6,47,190,0,17,2,6,1,3,0,17534,6.8,56,243,0,1.0
2670,NA1_4490027489,100,10,0,5,1,2,0,15599,6.4,46,200,0,15,2,13,0,3,0,18203,7.0,36,192,0,1.0
2671,NA1_4489701979,100,24,5,7,1,6,1,18766,7.2,57,239,1,22,2,4,0,0,0,15451,6.2,48,179,0,
2672,NA1_4487987491,200,15,0,6,1,3,0,16665,6.6,56,219,1,16,4,5,0,3,0,16803,7.0,47,237,0,
2673,NA1_4487431339,200,16,0,6,0,2,0,16860,7.0,60,222,0,16,2,9,0,3,0,19870,7.4,64,233,0,1.0
2674,NA1_4487384228,100,14,2,8,2,1,0,17961,7.4,44,207,0,192,4,7,0,3,0,18152,7.2,52,234,0,1.0
2675,NA1_4487353250,200,18,3,11,0,2,0,19056,7.0,55,186,1,233,3,12,2,5,0,20906,7.2,52,232,0,
2676,NA1_4487268048,200,12,5,3,0,1,0,15475,6.6,56,227,1,16,2,3,0,1,0,14767,7.2,64,202,0,
2677,NA1_4487235144,200,13,2,1,1,1,0,13955,7.0,56,224,0,15,3,3,1,1,0,15622,7.2,68,226,0,1.0
2678,NA1_4506817609,200,18,2,5,0,4,0,16911,6.8,60,200,0,11,5,8,1,6,0,18642,7.4,64,216,0,1.0
2679,NA1_4497689009,100,15,10,8,1,2,0,18482,7.0,63,234,1,198,5,6,0,2,0,16562,7.0,52,207,0,
2680,NA1_4497670123,200,31,4,4,0,1,0,16188,6.6,49,203,1,18,2,10,1,2,0,18995,7.2,66,237,0,
2681,NA1_4497653311,100,18,1,5,1,1,0,17364,7.0,59,216,0,15,3,5,1,1,0,16211,6.8,60,219,0,1.0
2684,NA1_4496695007,200,14,4,5,1,0,0,15955,6.6,52,193,1,18,3,10,1,4,0,19521,7.2,56,226,0,
2685,NA1_4496566091,200,12,1,1,1,2,0,14038,6.6,48,213,0,49,3,9,0,5,0,19434,7.2,68,239,0,1.0
2686,NA1_4496523516,200,39,4,11,1,0,0,18727,6.6,45,194,1,35,5,6,0,2,0,16816,6.6,47,217,0,
2687,NA1_4496337258,100,19,5,6,2,2,0,16621,6.6,60,193,0,14,3,6,0,1,0,16456,6.8,64,201,0,1.0
2688,NA1_4499759376,200,12,5,2,0,2,0,15436,6.6,62,235,1,14,1,4,1,1,0,14964,6.6,58,220,0,
2689,NA1_4492641107,200,14,3,7,1,1,0,16142,6.2,34,206,0,18,2,10,1,4,0,19164,7.2,68,206,0,1.0
2690,NA1_4492511216,200,8,0,5,0,2,0,14744,6.8,40,171,0,12,2,8,1,9,0,19573,6.8,52,223,0,1.0
2691,NA1_4492486603,100,9,2,5,1,1,0,15855,6.8,48,203,0,18,1,9,0,2,0,18245,6.8,67,244,0,1.0
2692,NA1_4491662908,100,16,4,12,0,4,0,18674,6.8,34,225,1,13,4,8,1,0,0,16404,6.2,48,179,0,
2693,NA1_4490942366,200,10,3,4,1,1,0,15870,7.0,74,216,1,16,2,4,1,5,0,15676,6.4,45,216,0,
2694,NA1_4490863373,200,23,1,14,0,2,0,19062,7.2,48,198,1,11,1,10,1,2,0,17811,7.0,44,184,0,
2695,NA1_4490588848,200,38,3,9,0,5,0,17394,6.6,65,168,1,32,3,9,0,2,0,17443,7.0,40,224,0,
2696,NA1_4490556000,100,10,3,11,1,2,0,18267,6.8,44,211,1,17,3,10,1,2,0,17905,7.0,59,171,0,
2697,NA1_4490533911,200,15,3,2,1,1,0,14024,6.4,36,185,0,17,5,14,1,3,0,19361,7.4,56,214,0,1.0
2698,NA1_4494016270,100,22,0,5,0,1,0,10031,4.6,24,95,1,7,2,0,0,0,0,7012,3.6,32,68,0,
2699,NA1_4489601316,200,13,3,1,0,0,0,13477,6.4,50,203,0,14,3,6,1,3,0,17088,7.0,52,226,0,1.0
2700,NA1_4488981091,100,16,3,7,1,5,1,18373,7.0,50,245,0,14,2,7,1,1,0,16485,6.4,37,217,0,1.0
2701,NA1_4488891924,100,18,0,9,0,3,0,19691,7.0,60,239,1,10,3,3,1,1,0,15774,7.0,60,221,0,
2702,NA1_4488861990,200,16,0,3,1,0,0,15215,7.0,44,212,0,12,3,6,1,2,0,18082,7.4,68,238,0,1.0
2703,NA1_4488840228,100,90,2,11,2,1,0,18659,7.0,55,181,0,34,0,5,0,2,0,17201,6.8,72,215,0,1.0
2704,NA1_4488808704,100,11,0,10,0,2,0,18155,6.8,56,243,0,12,1,9,0,0,0,17629,7.0,51,207,0,1.0
2705,NA1_4488787808,200,15,0,5,1,2,0,16987,7.4,72,227,1,12,1,8,1,1,0,16661,7.2,56,215,0,
2706,NA1_4488757073,100,12,2,5,0,1,0,16306,6.8,60,229,1,10,1,11,1,3,0,19196,7.2,52,232,0,
2707,NA1_4488741399,100,51,0,9,2,5,0,19003,7.2,52,216,0,33,1,5,0,1,0,15647,7.0,59,218,0,1.0
2708,NA1_4504147649,100,13,0,2,1,1,0,13399,7.0,55,170,0,14,3,3,1,4,0,16897,7.2,49,241,0,1.0
2709,NA1_4504129483,100,17,3,10,1,2,0,18446,7.4,60,236,0,16,0,6,1,1,0,17731,7.2,68,216,0,1.0
2710,NA1_4504113037,200,16,2,2,1,0,0,14680,6.8,48,225,0,15,2,8,1,2,0,18789,7.4,76,250,0,1.0
2711,NA1_4502725022,200,18,3,4,0,3,0,17382,7.4,66,236,1,13,1,3,1,1,0,15742,7.4,64,224,0,
2712,NA1_4502702274,100,18,2,12,0,9,1,21746,7.4,65,231,0,7,1,8,2,1,0,16729,6.8,65,161,0,1.0
2713,NA1_4502679350,100,13,0,2,1,1,0,14705,7.0,56,183,1,12,1,4,1,3,0,16330,7.2,48,222,0,
2714,NA1_4502575723,100,13,4,6,0,2,0,17591,7.2,59,248,0,16,4,9,0,1,0,18584,7.0,59,240,0,1.0
2715,NA1_4502415059,100,12,1,11,1,3,0,18788,6.8,58,215,0,13,5,9,1,5,0,18254,6.6,40,212,0,1.0
2716,NA1_4502388219,200,13,3,7,1,2,0,16640,6.4,41,189,0,16,2,8,1,3,0,17785,7.2,38,220,0,1.0
2717,NA1_4502341303,200,14,1,1,0,1,0,13956,6.8,48,205,0,26,3,5,1,4,0,17876,7.2,60,257,0,1.0
2718,NA1_4493799969,200,12,0,4,0,0,0,15022,6.8,36,208,0,15,0,11,0,4,0,20178,7.4,92,206,0,1.0
2719,NA1_4493766425,100,11,1,10,1,1,0,18229,7.2,60,193,1,12,2,7,0,3,0,17455,6.8,44,208,0,
2720,NA1_4493631953,200,19,7,8,1,3,0,18522,7.4,59,225,1,65,7,7,0,4,0,16944,6.8,45,206,0,
2721,NA1_4493515738,100,16,4,6,0,2,0,15947,6.8,48,198,1,16,1,4,0,2,0,16011,6.8,58,214,0,
2722,NA1_4493496234,200,0,0,0,0,0,0,2603,1.0,0,3,0,1,0,0,0,0,0,2629,1.0,0,1,0,
2723,NA1_4492256758,100,12,4,12,1,1,0,19020,7.2,69,208,0,17,3,6,0,0,0,15521,6.6,50,165,0,1.0
2724,NA1_4492237179,200,10,2,7,0,2,0,17437,7.0,48,233,1,12,2,3,0,1,0,14889,6.8,48,226,0,
2725,NA1_4492217345,100,23,4,8,1,2,0,18118,7.0,61,219,1,22,4,9,0,2,0,16955,6.8,35,202,0,
2726,NA1_4492196567,100,12,3,7,0,2,0,17173,7.2,55,249,0,12,4,3,1,0,0,14939,7.0,56,228,0,1.0
2727,NA1_4491874658,200,12,3,5,0,2,0,15644,6.8,40,227,0,14,2,7,0,2,0,18629,7.2,73,233,0,1.0
2728,NA1_4487249163,100,15,4,5,1,2,0,16720,7.2,64,252,1,34,2,3,0,1,0,16425,7.0,60,239,0,
2729,NA1_4487214555,200,11,5,5,0,2,0,16171,6.6,56,207,1,19,0,7,0,1,0,16101,6.6,59,185,0,
2730,NA1_4487189937,200,38,5,5,1,3,0,16079,7.2,56,182,0,38,1,6,1,5,1,17509,7.0,60,231,0,1.0
2731,NA1_4487157430,200,9,2,5,0,4,0,16633,7.0,50,223,0,10,0,8,0,1,0,16544,7.0,46,208,0,1.0
2732,NA1_4481743965,100,13,5,6,1,2,0,17294,7.0,57,213,0,16,2,5,0,2,0,16456,6.8,61,196,0,1.0
2733,NA1_4481729104,200,18,5,6,0,1,0,17523,7.0,56,214,0,15,2,7,1,3,0,17916,6.8,44,235,0,1.0
2734,NA1_4481534156,100,15,3,8,0,4,0,18093,7.2,68,193,0,48,1,6,1,2,0,16946,7.2,51,197,0,1.0
2735,NA1_4472291666,100,19,2,9,0,2,0,19353,7.2,49,216,1,15,2,5,0,3,0,16498,7.0,67,245,0,
2736,NA1_4472134937,100,108,3,6,1,2,0,17429,7.2,59,233,1,14,3,2,0,1,0,15746,7.0,76,230,0,
2737,NA1_4471943597,100,54,2,7,0,0,0,16653,6.4,40,192,1,19,7,7,0,4,0,17981,6.6,52,230,0,
2738,NA1_4485336209,100,14,2,15,1,2,0,20615,6.8,56,194,1,17,2,8,1,0,0,17054,6.2,48,181,0,
2739,NA1_4464494131,100,14,0,11,0,6,1,21099,7.2,60,217,1,11,3,4,1,1,0,16367,7.2,64,236,0,
2740,NA1_4464453551,200,12,4,4,0,0,0,15286,7.0,40,236,1,16,2,9,1,4,0,16567,6.8,47,174,0,
2741,NA1_4464481889,100,24,3,14,1,6,0,22134,7.4,60,249,1,13,2,5,0,1,0,15524,6.6,44,190,0,
2742,NA1_4464470670,100,13,2,12,1,4,0,19808,7.2,72,229,1,12,1,6,1,1,0,15847,7.2,72,181,0,
2743,NA1_4464437971,200,12,1,8,0,4,0,17328,6.8,44,192,1,15,2,7,2,6,0,17699,6.8,43,205,0,
2744,NA1_4464406939,100,16,4,18,2,6,1,23327,7.0,39,195,1,15,3,3,0,3,0,14929,6.6,52,212,0,
2745,NA1_4464394916,200,20,2,8,1,3,0,18302,7.2,47,237,0,14,5,10,0,1,0,18506,7.2,63,200,0,1.0
2746,NA1_4448393752,100,51,3,4,1,0,0,15784,7.0,52,197,1,14,3,5,1,2,0,16226,7.0,71,197,0,
2747,NA1_4447295394,200,15,2,2,1,3,0,14825,6.4,46,209,0,9,2,7,0,3,0,17920,7.2,80,226,0,1.0
2748,NA1_4502461976,100,23,4,9,1,2,0,18057,7.2,72,208,1,58,5,5,0,2,0,16477,7.0,60,202,0,
2749,NA1_4473935364,200,20,7,6,1,2,0,17248,7.0,54,224,1,17,2,8,0,0,0,17664,6.8,56,234,0,
2750,NA1_4473904447,200,84,3,14,0,2,0,19661,7.0,48,169,0,12,1,14,1,1,0,21151,6.8,64,205,0,1.0
2751,NA1_4473838672,100,13,3,7,0,2,0,16419,6.4,52,200,1,14,1,4,1,4,0,15588,6.6,63,197,0,
2752,NA1_4471151875,200,19,7,18,0,2,0,22112,7.4,44,222,1,14,5,10,0,0,0,17232,6.6,58,176,0,
2753,NA1_4471106488,100,26,3,7,0,2,0,17113,7.0,68,184,1,20,3,6,0,2,0,16033,7.0,48,227,0,
2754,NA1_4470342765,100,14,5,9,2,3,0,18022,7.2,56,247,1,11,2,3,0,0,0,15192,7.0,56,225,0,
2755,NA1_4470334905,100,13,1,4,2,2,0,14993,6.6,36,202,0,12,1,3,0,0,0,15103,6.8,68,206,0,1.0
2756,NA1_4468450269,200,18,3,5,0,5,0,16828,6.4,41,212,1,14,5,8,1,2,0,18149,7.2,72,228,0,
2757,NA1_4468397358,200,17,1,3,1,0,0,15845,7.2,64,236,0,21,2,7,1,3,0,17183,7.2,64,213,0,1.0
2758,NA1_4502528406,100,17,2,11,0,3,0,20171,6.8,52,199,1,15,1,3,1,6,0,16594,6.6,44,224,0,
2759,NA1_4502523949,200,13,2,6,0,2,0,17506,7.0,48,255,1,15,2,8,2,2,0,17950,7.6,60,242,0,
2760,NA1_4502439073,200,15,2,5,0,1,0,16493,6.8,58,217,0,10,2,8,1,4,0,18344,7.2,48,253,0,1.0
2762,NA1_4501480410,200,17,1,9,1,1,0,18043,6.8,59,200,1,16,1,10,1,1,0,16955,7.0,60,177,0,
2763,NA1_4501314574,100,35,4,6,0,2,0,16600,7.0,68,215,1,15,1,6,0,2,0,16278,6.8,58,200,0,
2764,NA1_4501291401,100,14,4,12,2,2,0,18693,7.0,56,204,0,13,1,8,0,2,0,17448,6.6,59,180,0,1.0
2766,NA1_4497867801,200,16,1,5,0,3,0,15744,6.6,68,163,1,19,3,8,1,5,0,18838,7.2,64,228,0,
2767,NA1_4497851742,200,19,2,5,0,1,0,16238,6.8,48,207,0,20,2,15,1,4,0,21790,7.4,68,215,0,1.0
2768,NA1_4492459568,100,13,1,8,1,2,0,17433,6.6,56,211,1,16,0,7,0,0,0,16354,7.0,40,192,0,
2769,NA1_4492444374,100,13,4,11,1,3,0,18633,7.2,67,218,0,16,2,6,0,2,0,16070,6.4,45,143,0,1.0
2770,NA1_4492435032,100,14,4,11,1,4,0,18234,6.8,24,230,0,29,4,5,0,1,0,15385,6.6,52,165,0,1.0
2771,NA1_4492309176,200,16,2,2,0,1,0,15186,6.8,52,204,0,14,5,3,2,5,0,16293,7.2,80,246,0,1.0
2772,NA1_4492306911,100,17,2,10,0,7,0,20249,7.2,79,228,1,8,3,2,0,3,0,14335,6.2,40,210,0,
2773,NA1_4491555587,200,110,0,8,2,4,0,18729,7.2,64,214,0,15,1,5,0,0,0,16410,6.8,62,190,0,1.0
2774,NA1_4491534128,200,38,2,8,1,3,0,16550,6.6,45,179,1,88,3,9,0,2,0,17361,6.6,51,192,0,
2775,NA1_4491515133,200,18,1,3,0,0,0,15035,6.8,58,185,0,15,5,7,2,3,0,18165,7.4,82,248,0,1.0
2776,NA1_4491483355,100,9,4,7,1,0,0,16981,7.2,71,221,1,18,1,6,0,2,0,16409,7.0,40,227,0,
2777,NA1_4491472906,200,24,1,2,0,0,0,13502,6.2,50,167,0,52,4,9,1,3,0,16781,6.8,39,200,0,1.0
2778,NA1_4461427815,200,17,4,7,0,2,0,17316,6.8,48,206,0,37,2,10,0,1,0,17649,7.0,72,188,0,1.0
2779,NA1_4461462430,200,51,1,3,0,0,0,13342,6.2,32,186,0,21,3,8,1,5,0,18494,7.4,71,223,0,1.0
2780,NA1_4457300707,200,17,1,4,0,2,0,14629,6.6,59,154,0,14,2,11,1,4,0,18830,7.2,64,211,0,1.0
2781,NA1_4457294181,100,145,2,11,1,2,0,18240,6.6,52,223,1,16,1,2,0,0,0,13821,6.4,54,184,0,
