,id,winning_team,blue_wards_placed,blue_wards_killed,blue_champions_killed,blue_elites_killed,blue_plates_destroyed,blue_turrets_destroyed,blue_total_gold,blue_average_level,blue_jungle_monsters_killed,blue_minions_killed,red_wards_placed,red_wards_killed,red_champions_killed,red_elites_killed,red_plates_destroyed,red_turrets_destroyed,red_total_gold,red_average_level,red_jungle_monsters_killed,red_minions_killed
813,NA1_4491175846,200,16,3,3,0,1,0,15629,7.0,60,232,58,2,5,0,0,0,16211,7.0,64,211
814,NA1_4491136154,200,13,2,5,0,3,0,16096,6.6,32,235,40,1,8,1,3,0,17993,7.4,68,210
815,NA1_4491087187,100,16,4,12,0,2,0,19256,7.0,49,174,36,3,7,0,4,0,17464,6.8,46,217
816,NA1_4491052041,100,16,6,11,0,1,0,18593,7.0,51,209,15,4,11,1,4,0,19133,7.4,58,229
817,NA1_4491002162,200,84,1,3,0,3,0,15252,6.8,48,235,15,1,6,0,4,0,17946,7.2,68,231
818,NA1_4490946536,100,15,3,1,1,0,0,14342,6.8,53,232,15,3,2,1,2,0,14903,7.0,38,250
819,NA1_4504866057,200,19,0,4,0,0,0,15368,6.6,48,216,15,3,8,1,5,0,17956,7.0,63,207
820,NA1_4504844285,200,15,0,10,0,3,0,18209,6.6,43,201,15,1,12,2,3,0,19578,7.0,67,204
821,NA1_4504746330,200,18,2,6,1,0,0,17851,7.2,62,209,13,2,8,1,3,0,17755,7.2,60,212
822,NA1_4504697497,100,18,1,9,0,1,0,17246,6.6,56,184,14,0,10,0,5,0,18827,7.0,44,234
823,NA1_4503588890,200,12,1,5,0,5,0,16545,7.2,48,242,9,1,2,0,1,0,14837,6.8,51,212
824,NA1_4503528754,100,13,0,8,1,4,0,17365,7.0,60,216,11,0,9,1,0,0,17301,7.0,57,174
825,NA1_4502899202,200,12,0,13,1,2,0,20345,7.0,56,181,12,2,14,1,3,0,20796,7.2,63,213
826,NA1_4502772276,200,11,2,4,0,1,0,14869,6.6,58,161,13,2,6,2,5,0,17117,7.0,45,221
827,NA1_4502754455,100,14,3,5,1,1,0,16645,7.4,68,245,15,2,8,0,0,0,18261,7.4,64,222
828,NA1_4502997282,100,13,4,7,0,1,0,16147,6.4,52,181,20,2,13,0,4,0,19583,7.4,58,206
829,NA1_4492210010,200,18,0,3,0,2,0,15621,7.0,72,210,11,1,10,1,2,0,17345,7.0,52,220
830,NA1_4491724458,100,22,3,2,0,1,0,15288,7.0,64,202,22,3,4,1,1,0,16109,7.0,59,225
831,NA1_4491691512,100,14,6,4,0,1,0,15606,6.8,48,220,15,0,10,1,4,0,18540,7.4,68,223
832,NA1_4491644991,200,12,0,4,0,0,0,15268,6.8,52,192,49,3,10,1,4,0,19616,7.2,46,223
833,NA1_4491535319,100,16,3,5,1,2,0,15928,7.0,57,219,19,1,0,0,1,0,14187,6.6,47,245
834,NA1_4491510616,200,16,1,5,1,2,0,16494,6.8,47,207,13,1,10,0,2,0,19431,7.2,60,243
835,NA1_4491493606,200,15,4,5,1,4,0,16897,7.0,62,197,40,0,7,1,4,0,17116,6.8,48,192
836,NA1_4491484028,100,35,4,9,1,3,0,18980,6.8,44,212,12,2,10,0,3,0,17587,6.6,48,198
837,NA1_4499533344,200,36,4,3,0,1,0,15538,6.8,66,220,17,3,3,0,1,0,15961,6.8,62,244
838,NA1_4499518476,100,15,2,5,0,3,0,16524,7.2,72,230,21,2,3,0,1,0,14905,6.8,64,200
839,NA1_4499509241,200,37,3,8,1,3,0,17872,7.4,56,218,35,2,8,0,2,0,17769,6.8,72,212
840,NA1_4499490822,100,18,2,7,0,4,0,16840,6.8,43,208,9,4,1,0,0,0,14704,7.0,72,219
841,NA1_4499471120,200,14,2,4,0,2,0,16021,7.0,64,233,18,3,5,1,3,0,16544,7.2,56,240
842,NA1_4499458132,100,56,6,7,0,4,0,18324,7.0,55,207,26,2,5,0,2,0,16269,6.8,64,237
843,NA1_4499444421,200,10,1,4,0,0,0,14602,6.2,56,177,17,1,6,2,3,0,17073,6.8,60,222
844,NA1_4498693063,100,103,1,7,0,0,0,17963,7.0,48,220,16,1,11,0,1,0,18776,7.2,52,237
845,NA1_4498670531,200,17,0,6,1,2,0,16820,6.8,60,206,13,2,12,0,0,0,19488,7.4,60,195
846,NA1_4504696971,100,15,1,13,0,2,0,19442,7.2,42,246,17,0,5,0,1,0,16036,6.8,60,209
847,NA1_4504648046,100,15,4,10,1,4,0,19029,7.0,60,225,14,2,5,1,0,0,16062,6.6,60,181
848,NA1_4504612561,200,14,2,6,1,4,0,17293,7.0,72,200,13,1,6,1,5,1,17573,6.6,40,195
849,NA1_4504593878,200,42,5,6,1,1,0,16677,6.8,39,213,36,7,8,1,1,0,17402,6.8,72,218
850,NA1_4504555835,100,13,3,6,1,3,0,17164,7.0,63,207,27,1,4,1,0,0,15177,7.2,69,202
852,NA1_4504250289,200,9,0,11,0,3,0,18833,7.4,56,201,14,2,3,0,2,0,15985,7.0,59,205
853,NA1_4504245032,100,17,4,15,1,1,0,20065,7.2,44,196,14,4,7,1,2,0,17859,6.6,60,183
854,NA1_4504226706,100,47,3,11,1,3,0,19161,6.8,52,196,16,13,8,0,1,0,18125,6.8,48,225
855,NA1_4491891697,200,51,1,8,0,0,0,15266,6.2,28,170,13,2,9,1,2,0,17151,6.6,59,176
856,NA1_4484323607,100,14,3,5,0,1,0,16051,6.8,56,199,16,0,5,0,5,0,16612,7.2,60,239
857,NA1_4481290281,100,18,1,3,0,1,0,15974,7.0,60,209,19,4,9,1,4,0,17805,7.0,65,214
858,NA1_4481262838,100,13,1,4,0,3,0,15833,7.0,63,208,11,2,5,0,0,0,15929,6.8,67,201
859,NA1_4481231706,100,22,5,10,1,2,0,18379,7.0,48,236,16,4,5,0,2,0,17044,7.0,50,213
860,NA1_4481205530,100,17,3,11,0,2,0,18949,7.2,48,205,13,3,11,0,2,0,18836,7.0,57,217
861,NA1_4481185455,200,18,5,10,0,4,0,19011,7.2,62,215,15,2,3,0,2,0,16050,6.6,57,221
862,NA1_4475674070,100,12,2,6,1,0,0,16297,7.4,56,232,14,3,2,0,0,0,15284,6.8,79,226
863,NA1_4475639702,200,15,1,8,1,2,0,16922,7.0,54,201,11,2,9,0,3,0,17193,6.6,45,194
864,NA1_4492685923,100,17,5,5,0,3,0,16028,6.8,56,207,12,4,5,0,3,0,16391,6.6,44,211
865,NA1_4492605998,100,14,2,12,2,3,0,18223,6.6,38,207,15,3,11,0,1,0,17415,6.2,38,144
866,NA1_4492581939,100,16,3,10,1,5,1,18794,7.2,64,198,16,1,3,0,4,0,16302,7.0,63,214
867,NA1_4492555079,200,14,3,5,1,1,0,16612,6.6,52,184,18,2,11,0,6,0,18859,6.6,40,184
868,NA1_4492534286,100,18,3,18,1,10,2,23181,7.2,55,203,12,1,5,0,3,0,15244,6.2,40,162
869,NA1_4492512033,200,16,2,12,1,3,0,18852,6.6,45,177,14,2,7,0,4,0,17979,6.6,39,201
870,NA1_4492486083,100,12,0,13,0,9,1,20132,7.0,40,214,13,0,8,1,6,1,18275,6.6,57,174
871,NA1_4492464344,100,14,3,7,0,2,0,17196,6.4,45,191,18,1,6,1,2,0,16182,6.8,64,184
872,NA1_4492457349,100,0,0,0,0,0,0,2642,1.2,4,2,1,0,1,0,0,0,2921,1.0,0,1
873,NA1_4503427884,200,12,1,3,0,4,0,16664,6.8,60,239,12,1,8,0,4,0,17846,7.4,56,185
874,NA1_4503415206,100,14,2,14,1,5,0,21436,7.6,52,237,22,1,5,0,2,0,16082,6.8,60,193
875,NA1_4503398040,200,13,2,4,0,1,0,15015,6.6,44,195,14,3,10,0,2,0,19139,7.0,59,218
876,NA1_4503383040,100,14,2,6,1,3,0,16494,6.6,52,188,14,1,4,0,2,0,14699,6.4,52,200
877,NA1_4503365375,100,28,1,8,0,1,0,17138,7.0,54,223,15,3,6,0,1,0,16475,7.0,44,229
878,NA1_4503178839,100,14,2,7,0,2,0,17401,7.0,68,223,14,2,9,1,0,0,17930,7.0,48,244
879,NA1_4503144964,100,8,2,9,1,3,0,18778,7.4,68,222,11,0,6,0,2,0,16441,6.8,59,170
880,NA1_4503107297,100,13,0,8,1,2,0,17736,6.6,60,198,10,1,11,1,1,0,18586,7.0,53,183
881,NA1_4503077975,200,12,3,11,0,1,0,19167,7.2,71,245,12,2,7,2,1,0,17333,7.2,67,203
882,NA1_4477084131,100,13,0,6,1,1,0,17012,7.0,74,211,11,5,10,0,1,0,17321,7.2,37,240
883,NA1_4477043907,100,1,0,0,0,1,0,4990,2.6,16,49,1,0,0,0,0,0,3599,1.4,0,12
884,NA1_4476449281,200,14,3,3,1,0,0,15009,6.8,57,210,59,4,7,0,0,0,17068,7.0,58,219
885,NA1_4476493515,100,10,4,8,0,4,0,18852,7.4,60,221,89,1,4,0,1,0,15894,6.6,55,222
886,NA1_4476286001,200,17,2,6,1,0,0,16818,6.8,64,214,15,2,6,1,5,0,17339,6.8,72,230
887,NA1_4475742705,100,56,1,6,0,1,0,16329,6.8,44,204,28,6,10,1,5,0,19946,7.2,84,227
888,NA1_4463996866,100,20,3,10,1,0,0,17182,7.0,47,171,21,6,7,0,3,0,17636,6.6,41,232
889,NA1_4463992554,200,12,0,6,1,2,0,17269,6.8,68,178,19,2,15,1,4,0,19492,7.2,44,199
890,NA1_4459211295,100,40,1,9,2,2,0,18956,7.6,60,228,202,2,4,0,1,0,15553,7.0,52,214
891,NA1_4492605771,200,13,0,3,1,3,0,15684,6.6,45,230,11,0,3,0,0,0,14961,6.8,81,200
892,NA1_4492567635,100,13,2,11,0,4,0,19290,7.2,55,236,14,3,7,1,0,0,16852,7.0,60,183
893,NA1_4492543576,200,15,1,9,1,5,0,17367,6.6,45,210,13,2,7,0,5,1,18843,6.8,62,206
894,NA1_4492130030,100,17,3,9,1,9,0,20152,7.4,72,228,14,1,1,0,2,0,14348,6.2,50,202
895,NA1_4492084672,200,32,1,7,0,1,0,17158,7.2,44,205,34,1,12,1,2,0,18781,7.4,48,231
897,NA1_4491442478,100,14,2,8,1,5,0,19410,7.2,64,226,52,1,8,1,4,0,18163,7.0,68,217
898,NA1_4490685127,100,16,0,7,1,2,0,18092,7.0,68,214,55,2,4,1,5,0,15862,6.8,64,205
899,NA1_4490660180,200,16,2,3,0,0,0,15472,6.6,53,224,14,3,4,1,2,0,16033,6.6,53,220
